store_id,category_id,week,weekly_sales,units_sold,is_promo
1,1,2024-12-27,2265.67,192,0
1,1,2025-01-03,1093.9,74,0
1,1,2025-01-10,1113.34,113,0
1,1,2025-01-17,1747.95,170,0
1,1,2025-01-24,2142.02,198,0
1,1,2025-01-31,1714.51,210,0
1,1,2025-02-07,2889.73,204,1
1,1,2025-02-14,2265.73,203,0
1,1,2025-02-21,2261.61,161,0
1,1,2025-02-28,1742.42,147,0
1,1,2025-03-07,2314.32,186,0
1,1,2025-03-14,1863.97,191,0
1,1,2025-03-21,1961.98,135,0
1,1,2025-03-28,2242.6,151,1
1,1,2025-04-04,1751.96,131,0
1,1,2025-04-11,2220.21,195,0
1,1,2025-04-18,2088.32,215,1
1,1,2025-04-25,2228.83,222,0
1,1,2025-05-02,2205.98,182,0
1,1,2025-05-09,2557.35,268,1
1,1,2025-05-16,2406.35,171,1
1,1,2025-05-23,1884.05,233,0
1,1,2025-05-30,1715.74,126,0
1,1,2025-06-06,2483.87,276,0
1,1,2025-06-13,1922.66,218,0
1,1,2025-06-20,1870.3,124,0
1,1,2025-06-27,1622.97,178,0
1,1,2025-07-04,3009.09,243,0
1,1,2025-07-11,1993.1,134,1
1,1,2025-07-18,1818.77,202,0
1,1,2025-07-25,1821.27,184,0
1,1,2025-08-01,1690.04,133,0
1,1,2025-08-08,1542.8,111,1
1,1,2025-08-15,1743.74,159,0
1,1,2025-08-22,1403.18,121,0
1,1,2025-08-29,1708.29,135,0
1,1,2025-09-05,1341.57,89,0
1,1,2025-09-12,1462.36,168,0
1,1,2025-09-19,1580.55,106,0
1,1,2025-09-26,1747.23,155,0
1,1,2025-10-03,1959.41,234,1
1,1,2025-10-10,1945.76,185,1
1,1,2025-10-17,1655.49,119,0
1,1,2025-10-24,1326.68,121,0
1,1,2025-10-31,1750.19,132,0
1,1,2025-11-07,1850.07,161,1
1,1,2025-11-14,1566.34,173,0
1,1,2025-11-21,2292.39,264,0
1,1,2025-11-28,1633.96,139,0
1,1,2025-12-05,1846.75,220,1
1,1,2025-12-12,1855.65,167,0
1,1,2025-12-19,1850.05,224,0
1,1,2025-12-26,2572.31,186,0
1,2,2023-01-06,479.01,42,0
1,2,2023-01-13,897.58,66,1
1,2,2023-01-20,731.98,51,1
1,2,2023-01-27,1033.15,86,0
1,2,2023-02-03,1019.75,111,1
1,2,2023-02-10,1065.6,92,0
1,2,2023-02-17,902.49,61,0
1,2,2023-02-24,671.6,48,0
1,2,2023-03-03,748.77,61,0
1,2,2023-03-10,1151.03,108,1
1,2,2023-03-17,573.15,41,0
1,2,2023-03-24,1323.56,110,1
1,2,2023-03-31,600.93,49,0
1,2,2023-04-07,1186.38,112,0
1,2,2023-04-14,947.25,107,0
1,2,2023-04-21,1133.59,81,0
1,2,2023-04-28,1308.1,129,1
1,2,2023-05-05,1297.18,158,0
1,2,2023-05-12,1062.25,94,0
1,2,2023-05-19,1182.29,129,0
1,2,2023-05-26,900.13,84,0
1,2,2023-06-02,898.1,108,1
1,2,2023-06-09,1107.11,94,0
1,2,2023-06-16,866.1,96,1
1,2,2023-06-23,1036.27,99,0
1,2,2023-06-30,756.44,51,0
1,2,2023-07-07,1253.08,91,0
1,2,2023-07-14,1124.68,131,0
1,2,2023-07-21,1145.31,81,1
1,2,2023-07-28,980.49,89,1
1,2,2023-08-04,1058.29,128,1
1,2,2023-08-11,729.73,48,0
1,2,2023-08-18,1061.88,128,0
1,2,2023-08-25,677.6,67,0
1,2,2023-09-01,740.89,89,0
1,2,2023-09-08,810.33,58,0
1,2,2023-09-15,779.26,56,0
1,2,2023-09-22,789.07,67,0
1,2,2023-09-29,825.99,68,1
1,2,2023-10-06,709.8,63,0
1,2,2023-10-13,853.82,57,0
1,2,2023-10-20,859.89,92,0
1,2,2023-10-27,817.72,55,0
1,2,2023-11-03,954.93,67,0
1,2,2023-11-10,934.12,67,0
1,2,2023-11-17,945.74,68,0
1,2,2023-11-24,1066.0,119,1
1,2,2023-12-01,1155.51,97,1
1,2,2023-12-08,955.2,66,0
1,2,2023-12-15,1188.0,91,0
1,2,2023-12-22,744.78,66,0
1,2,2023-12-29,1014.26,96,0
1,2,2024-01-05,1096.78,127,0
1,2,2024-01-12,929.92,69,0
1,2,2024-01-19,994.25,68,0
1,2,2024-01-26,1478.7,179,0
1,2,2024-02-02,1328.89,140,0
1,2,2024-02-09,2225.89,233,0
1,2,2024-02-16,1553.88,106,1
1,2,2024-02-23,1046.77,108,0
1,2,2024-03-01,1304.0,143,0
1,2,2024-03-08,1576.91,168,1
1,2,2024-03-15,1578.89,109,0
1,2,2024-03-22,1590.75,128,0
1,2,2024-03-29,1922.84,141,1
1,2,2024-04-05,1984.0,141,0
1,2,2024-04-12,1769.04,169,0
1,2,2024-04-19,1281.89,133,0
1,2,2024-04-26,1708.7,116,0
1,2,2024-05-03,1478.53,110,0
1,2,2024-05-10,1414.05,152,0
1,2,2024-05-17,1766.4,140,0
1,2,2024-05-24,1226.17,111,0
1,2,2024-05-31,1613.54,123,0
1,2,2024-06-07,1548.2,106,0
1,2,2024-06-14,1161.8,132,0
1,2,2024-06-21,1207.95,103,1
1,2,2024-06-28,1284.87,116,0
1,2,2024-07-05,920.63,80,0
1,2,2024-07-12,1457.89,133,0
1,2,2024-07-19,1277.22,105,0
1,2,2024-07-26,1444.36,115,0
1,2,2024-08-02,1201.62,80,0
1,2,2024-08-09,1388.86,97,0
1,2,2024-08-16,1213.89,144,1
1,2,2024-08-23,1416.28,112,1
1,2,2024-08-30,990.66,90,0
1,2,2024-09-06,1022.41,73,0
1,2,2024-09-13,1044.76,100,0
1,2,2024-09-20,1080.93,85,0
1,2,2024-09-27,905.61,85,0
1,2,2024-10-04,1340.3,97,1
1,2,2024-10-11,1267.88,96,1
1,2,2024-10-18,1003.64,105,1
1,2,2024-10-25,768.87,86,0
1,2,2024-11-01,1559.62,125,1
1,2,2024-11-08,719.27,50,0
1,2,2024-11-15,1117.07,127,0
1,2,2024-11-22,1231.62,135,0
1,2,2024-11-29,1890.47,188,1
1,2,2024-12-06,1377.62,97,0
1,2,2024-12-13,1683.33,129,1
1,2,2024-12-20,1187.58,113,0
1,2,2024-12-27,1822.66,201,1
1,2,2025-01-03,1502.43,147,0
1,2,2025-01-10,1507.67,127,0
1,2,2025-01-17,1587.82,187,1
1,2,2025-01-24,1335.34,99,0
1,2,2025-01-31,1363.83,99,0
1,2,2025-02-07,1881.67,136,0
1,2,2025-02-14,1583.05,150,0
1,2,2025-02-21,1888.8,167,0
1,2,2025-02-28,1976.11,204,0
1,2,2025-03-07,1852.83,181,0
1,2,2025-03-14,2357.9,264,1
1,2,2025-03-21,2081.01,205,0
1,2,2025-03-28,1328.04,137,0
1,2,2025-04-04,2009.96,138,0
1,2,2025-04-11,2353.75,188,0
1,2,2025-04-18,1360.26,90,0
1,2,2025-04-25,1351.46,94,1
1,2,2025-05-02,2293.29,169,1
1,2,2025-05-09,2246.06,262,0
1,2,2025-05-16,1849.29,163,0
1,2,2025-05-23,2055.88,189,0
1,2,2025-05-30,1934.08,163,0
1,2,2025-06-06,1480.19,168,0
1,2,2025-06-13,1507.35,111,0
1,2,2025-06-20,1275.96,85,0
1,2,2025-06-27,2096.88,147,0
1,2,2025-07-04,2523.65,233,0
1,2,2025-07-11,1582.63,129,0
1,2,2025-07-18,1508.58,144,0
1,2,2025-07-25,1333.22,132,0
1,2,2025-08-01,1577.92,168,0
1,2,2025-08-08,1284.06,87,0
1,2,2025-08-15,1333.52,96,0
1,2,2025-08-22,1247.93,133,0
1,2,2025-08-29,1857.85,135,1
1,2,2025-09-05,1306.86,90,0
1,2,2025-09-12,1647.95,129,1
1,2,2025-09-19,1312.58,136,1
1,2,2025-09-26,1177.69,79,0
1,2,2025-10-03,1343.52,122,0
1,2,2025-10-10,990.63,101,0
1,2,2025-10-17,1571.34,117,1
1,2,2025-10-24,1352.67,97,0
1,2,2025-10-31,1353.26,168,1
1,2,2025-11-07,1645.15,109,0
1,2,2025-11-14,1534.68,162,0
1,2,2025-11-21,1976.52,144,0
1,2,2025-11-28,1378.3,128,0
1,2,2025-12-05,1194.93,112,0
1,2,2025-12-12,1904.05,203,0
1,2,2025-12-19,1595.4,140,0
1,2,2025-12-26,2282.78,182,1
1,3,2023-01-06,1720.53,169,1
1,3,2023-01-13,1595.01,124,0
1,3,2023-01-20,1313.16,130,0
1,3,2023-01-27,1677.87,167,1
1,3,2023-02-03,1717.16,139,0
1,3,2023-02-10,2956.06,239,0
1,3,2023-02-17,2054.04,159,1
1,3,2023-02-24,1503.59,117,0
1,3,2023-03-03,1465.06,131,0
1,3,2023-03-10,1755.49,203,0
1,3,2023-03-17,2073.6,187,0
1,3,2023-03-24,2683.13,277,0
1,3,2023-03-31,1796.1,151,0
1,3,2023-04-07,2354.68,208,1
1,3,2023-04-14,2974.18,241,1
1,3,2023-04-21,2467.24,215,1
1,3,2023-04-28,1999.67,163,0
1,3,2023-05-05,2376.85,279,0
1,3,2023-05-12,1954.48,171,0
1,3,2023-05-19,1617.64,141,0
1,3,2023-05-26,2751.07,186,1
1,3,2023-06-02,1404.64,151,0
1,3,2023-06-09,2139.25,246,0
1,3,2023-06-16,2211.73,200,1
1,3,2023-06-23,1697.93,129,0
1,3,2023-06-30,1657.32,138,0
1,3,2023-07-07,2254.23,154,0
1,3,2023-07-14,1555.47,125,0
1,3,2023-07-21,2131.34,170,1
1,3,2023-07-28,1493.81,112,0
1,3,2023-08-04,1330.34,92,1
1,3,2023-08-11,1862.78,140,1
1,3,2023-08-18,2100.71,140,1
1,3,2023-08-25,1014.66,101,0
1,3,2023-09-01,1445.45,146,0
1,3,2023-09-08,1617.65,108,1
1,3,2023-09-15,1624.91,139,0
1,3,2023-09-22,1353.86,96,0
1,3,2023-09-29,1930.48,204,1
1,3,2023-10-06,1562.59,112,0
1,3,2023-10-13,1933.2,174,1
1,3,2023-10-20,2207.78,148,1
1,3,2023-10-27,1429.54,105,0
1,3,2023-11-03,1530.75,149,0
1,3,2023-11-10,2025.23,169,1
1,3,2023-11-17,1628.8,130,0
1,3,2023-11-24,2150.8,162,0
1,3,2023-12-01,1801.91,174,1
1,3,2023-12-08,1787.2,191,0
1,3,2023-12-15,1417.49,127,0
1,3,2023-12-22,1767.63,132,0
1,3,2023-12-29,1648.18,202,0
1,3,2024-01-05,2290.07,247,0
1,3,2024-01-12,2229.92,224,0
1,3,2024-01-19,2463.71,293,0
1,3,2024-01-26,2054.61,252,0
1,3,2024-02-02,3376.98,371,1
1,3,2024-02-09,3150.84,283,1
1,3,2024-02-16,2088.98,245,0
1,3,2024-02-23,2994.25,210,0
1,3,2024-03-01,2702.34,292,0
1,3,2024-03-08,2974.74,251,0
1,3,2024-03-15,2834.22,300,0
1,3,2024-03-22,3082.33,235,1
1,3,2024-03-29,2776.44,189,1
1,3,2024-04-05,2012.78,199,0
1,3,2024-04-12,4440.45,422,1
1,3,2024-04-19,2581.66,310,1
1,3,2024-04-26,3470.05,267,0
1,3,2024-05-03,2870.9,259,0
1,3,2024-05-10,2924.16,238,0
1,3,2024-05-17,3497.9,255,1
1,3,2024-05-24,2980.31,341,0
1,3,2024-05-31,2374.12,194,0
1,3,2024-06-07,2148.74,258,1
1,3,2024-06-14,2372.55,212,0
1,3,2024-06-21,3340.44,361,1
1,3,2024-06-28,2077.65,143,0
1,3,2024-07-05,4694.31,323,1
1,3,2024-07-12,2844.79,196,1
1,3,2024-07-19,1898.16,234,0
1,3,2024-07-26,2823.81,190,1
1,3,2024-08-02,2357.09,159,0
1,3,2024-08-09,2326.18,272,0
1,3,2024-08-16,1142.55,92,0
1,3,2024-08-23,1314.29,120,1
1,3,2024-08-30,2353.48,259,0
1,3,2024-09-06,1539.0,180,0
1,3,2024-09-13,2295.97,164,0
1,3,2024-09-20,2312.87,199,0
1,3,2024-09-27,1594.63,107,0
1,3,2024-10-04,1653.37,156,0
1,3,2024-10-11,2210.26,231,0
1,3,2024-10-18,2294.17,157,1
1,3,2024-10-25,2456.36,258,0
1,3,2024-11-01,2610.89,245,0
1,3,2024-11-08,2134.13,220,1
1,3,2024-11-15,1923.99,132,0
1,3,2024-11-22,3110.28,242,0
1,3,2024-11-29,1544.39,170,0
1,3,2024-12-06,2126.38,167,1
1,3,2024-12-13,2159.41,254,0
1,3,2024-12-20,4185.54,315,1
1,3,2024-12-27,3795.68,366,0
1,3,2025-01-03,2517.87,216,0
1,3,2025-01-10,2974.28,267,1
1,3,2025-01-17,2436.79,194,0
1,3,2025-01-24,2815.29,198,0
1,3,2025-01-31,2873.45,319,0
1,3,2025-02-07,5208.92,406,1
1,3,2025-02-14,3625.32,362,0
1,3,2025-02-21,3399.48,306,0
1,3,2025-02-28,3957.92,339,0
1,3,2025-03-07,3408.89,414,0
1,3,2025-03-14,4601.91,433,0
1,3,2025-03-21,4122.88,470,0
1,3,2025-03-28,3838.87,394,0
1,3,2025-04-04,4021.63,373,0
1,3,2025-04-11,4170.06,391,1
1,3,2025-04-18,4392.49,361,1
1,3,2025-04-25,3568.86,307,0
1,3,2025-05-02,3271.04,298,0
1,3,2025-05-09,2901.15,215,0
1,3,2025-05-16,4830.62,592,1
1,3,2025-05-23,5054.5,378,1
1,3,2025-05-30,4585.69,339,1
1,3,2025-06-06,3426.73,236,0
1,3,2025-06-13,4588.95,553,0
1,3,2025-06-20,2983.07,252,0
1,3,2025-06-27,3380.5,326,0
1,3,2025-07-04,5034.52,620,0
1,3,2025-07-11,2550.87,183,0
1,3,2025-07-18,4029.42,354,1
1,3,2025-07-25,3744.43,330,0
1,3,2025-08-01,2847.69,194,0
1,3,2025-08-08,3477.5,301,1
1,3,2025-08-15,2434.42,222,0
1,3,2025-08-22,3484.56,302,1
1,3,2025-08-29,2284.77,232,0
1,3,2025-09-05,3098.08,221,1
1,3,2025-09-12,1951.74,196,0
1,3,2025-09-19,1490.74,138,0
1,3,2025-09-26,2322.55,156,0
1,3,2025-10-03,2320.6,229,0
1,3,2025-10-10,2374.32,221,0
1,3,2025-10-17,2856.82,223,0
1,3,2025-10-24,3008.7,236,0
1,3,2025-10-31,3388.81,323,1
1,3,2025-11-07,3000.96,230,0
1,3,2025-11-14,2460.04,233,0
1,3,2025-11-21,3281.43,273,0
1,3,2025-11-28,3911.4,273,1
1,3,2025-12-05,2534.14,306,0
1,3,2025-12-12,2572.81,290,0
1,3,2025-12-19,5827.22,440,1
1,3,2025-12-26,4650.71,340,0
1,4,2023-01-06,1852.26,124,0
1,4,2023-01-13,2062.88,238,0
1,4,2023-01-20,1540.82,173,0
1,4,2023-01-27,2261.42,195,1
1,4,2023-02-03,1721.25,122,0
1,4,2023-02-10,2712.41,220,0
1,4,2023-02-17,2069.24,148,0
1,4,2023-02-24,1737.47,210,0
1,4,2023-03-03,2204.21,231,0
1,4,2023-03-10,2957.09,235,0
1,4,2023-03-17,2416.62,259,0
1,4,2023-03-24,2223.66,172,1
1,4,2023-03-31,1979.77,228,0
1,4,2023-04-07,2325.62,174,0
1,4,2023-04-14,2024.31,201,0
1,4,2023-04-21,2825.96,218,0
1,4,2023-04-28,1854.6,182,0
1,4,2023-05-05,2553.55,308,0
1,4,2023-05-12,1775.17,213,0
1,4,2023-05-19,2324.87,177,0
1,4,2023-05-26,1945.29,146,0
1,4,2023-06-02,2538.25,222,0
1,4,2023-06-09,2629.35,255,0
1,4,2023-06-16,2341.37,212,0
1,4,2023-06-23,2556.46,178,0
1,4,2023-06-30,1343.02,157,0
1,4,2023-07-07,2890.87,312,0
1,4,2023-07-14,2687.68,268,1
1,4,2023-07-21,2676.78,200,1
1,4,2023-07-28,1696.44,117,1
1,4,2023-08-04,2038.29,240,0
1,4,2023-08-11,2057.56,240,0
1,4,2023-08-18,1871.23,125,0
1,4,2023-08-25,1757.58,187,1
1,4,2023-09-01,1979.0,172,1
1,4,2023-09-08,2552.56,239,1
1,4,2023-09-15,2487.84,277,1
1,4,2023-09-22,1855.18,144,0
1,4,2023-09-29,2343.13,221,1
1,4,2023-10-06,2446.0,288,1
1,4,2023-10-13,1880.22,221,0
1,4,2023-10-20,2585.41,258,1
1,4,2023-10-27,2149.25,253,0
1,4,2023-11-03,3184.77,229,1
1,4,2023-11-10,2145.95,262,1
1,4,2023-11-17,1818.41,130,0
1,4,2023-11-24,1557.71,131,0
1,4,2023-12-01,2230.88,164,0
1,4,2023-12-08,3478.7,302,1
1,4,2023-12-15,3332.02,368,1
1,4,2023-12-22,3597.89,430,0
1,4,2023-12-29,3631.45,255,1
1,4,2024-01-05,2741.86,214,0
1,4,2024-01-12,2519.05,230,0
1,4,2024-01-19,3690.19,316,0
1,4,2024-01-26,3011.6,292,0
1,4,2024-02-02,3437.92,352,0
1,4,2024-02-09,2539.23,280,0
1,4,2024-02-16,2011.97,164,0
1,4,2024-02-23,3247.21,252,0
1,4,2024-03-01,3386.8,350,1
1,4,2024-03-08,3431.25,425,0
1,4,2024-03-15,3773.24,282,1
1,4,2024-03-22,4871.26,585,0
1,4,2024-03-29,3998.43,470,0
1,4,2024-04-05,4262.65,320,0
1,4,2024-04-12,2356.13,291,0
1,4,2024-04-19,3925.94,262,0
1,4,2024-04-26,3382.48,362,0
1,4,2024-05-03,4280.96,360,0
1,4,2024-05-10,3792.89,280,0
1,4,2024-05-17,3388.67,237,0
1,4,2024-05-24,2741.49,281,0
1,4,2024-05-31,4143.75,411,1
1,4,2024-06-07,3881.3,267,0
1,4,2024-06-14,4866.54,328,1
1,4,2024-06-21,3612.69,307,1
1,4,2024-06-28,5222.87,596,1
1,4,2024-07-05,5792.7,495,1
1,4,2024-07-12,2514.22,173,0
1,4,2024-07-19,2354.16,250,0
1,4,2024-07-26,2723.84,313,0
1,4,2024-08-02,3116.77,238,1
1,4,2024-08-09,2849.83,221,0
1,4,2024-08-16,2599.4,195,0
1,4,2024-08-23,2954.19,226,1
1,4,2024-08-30,1888.23,184,0
1,4,2024-09-06,2713.2,184,0
1,4,2024-09-13,1812.83,143,0
1,4,2024-09-20,2833.51,213,0
1,4,2024-09-27,1665.31,182,0
1,4,2024-10-04,2176.55,184,1
1,4,2024-10-11,2092.42,174,0
1,4,2024-10-18,2290.79,211,0
1,4,2024-10-25,2250.81,186,0
1,4,2024-11-01,2378.74,182,0
1,4,2024-11-08,2738.3,202,0
1,4,2024-11-15,2844.7,326,1
1,4,2024-11-22,4793.21,409,1
1,4,2024-11-29,1806.97,141,0
1,4,2024-12-06,2558.32,210,0
1,4,2024-12-13,2263.24,172,0
1,4,2024-12-20,3758.99,309,0
1,4,2024-12-27,3957.76,381,0
1,4,2025-01-03,3772.3,268,0
1,4,2025-01-10,2521.8,216,0
1,4,2025-01-17,5584.18,668,1
1,4,2025-01-24,3861.25,412,0
1,4,2025-01-31,6356.79,435,1
1,4,2025-02-07,5421.78,562,0
1,4,2025-02-14,3836.38,370,1
1,4,2025-02-21,3551.73,332,0
1,4,2025-02-28,4149.66,304,0
1,4,2025-03-07,4530.81,418,1
1,4,2025-03-14,6285.81,434,1
1,4,2025-03-21,4559.97,391,0
1,4,2025-03-28,3858.07,406,0
1,4,2025-04-04,5168.29,449,0
1,4,2025-04-11,4323.64,338,0
1,4,2025-04-18,5150.27,373,0
1,4,2025-04-25,5123.25,611,1
1,4,2025-05-02,4945.97,339,0
1,4,2025-05-09,4230.44,338,0
1,4,2025-05-16,5170.69,472,0
1,4,2025-05-23,3137.12,361,0
1,4,2025-05-30,3484.09,251,0
1,4,2025-06-06,4159.25,433,0
1,4,2025-06-13,3715.96,390,0
1,4,2025-06-20,3801.79,318,0
1,4,2025-06-27,5369.42,433,1
1,4,2025-07-04,4869.1,537,0
1,4,2025-07-11,4858.11,339,1
1,4,2025-07-18,3162.74,254,0
1,4,2025-07-25,2446.38,196,0
1,4,2025-08-01,3915.04,482,0
1,4,2025-08-08,4380.94,362,0
1,4,2025-08-15,3443.09,323,0
1,4,2025-08-22,3207.1,277,0
1,4,2025-08-29,3251.11,293,0
1,4,2025-09-05,3828.11,392,0
1,4,2025-09-12,3223.18,303,0
1,4,2025-09-19,3482.44,378,0
1,4,2025-09-26,3448.19,342,0
1,4,2025-10-03,3611.34,314,0
1,4,2025-10-10,3044.88,207,0
1,4,2025-10-17,2869.96,223,0
1,4,2025-10-24,3466.99,352,0
1,4,2025-10-31,4599.66,559,1
1,4,2025-11-07,3971.0,311,0
1,4,2025-11-14,4244.11,365,0
1,4,2025-11-21,6640.76,616,1
1,4,2025-11-28,3302.22,379,0
1,4,2025-12-05,4756.81,317,1
1,4,2025-12-12,4855.71,407,1
1,4,2025-12-19,4050.97,293,0
1,4,2025-12-26,6146.76,498,0
1,5,2023-01-06,2020.77,204,1
1,5,2023-01-13,1514.29,163,0
1,5,2023-01-20,1886.86,145,1
1,5,2023-01-27,1639.01,189,0
1,5,2023-02-03,2054.5,222,1
1,5,2023-02-10,2117.02,201,0
1,5,2023-02-17,1493.63,158,0
1,5,2023-02-24,1760.48,153,0
1,5,2023-03-03,1699.99,177,0
1,5,2023-03-10,1265.49,91,0
1,5,2023-03-17,1544.14,108,0
1,5,2023-03-24,1765.85,125,0
1,5,2023-03-31,2183.37,171,0
1,5,2023-04-07,2395.37,190,1
1,5,2023-04-14,2040.97,234,1
1,5,2023-04-21,1604.6,188,0
1,5,2023-04-28,2309.11,207,0
1,5,2023-05-05,1890.91,136,0
1,5,2023-05-12,1302.54,142,1
1,5,2023-05-19,1889.5,132,0
1,5,2023-05-26,2116.73,159,0
1,5,2023-06-02,1886.36,150,1
1,5,2023-06-09,2288.39,233,1
1,5,2023-06-16,1872.03,212,0
1,5,2023-06-23,1487.05,119,0
1,5,2023-06-30,2112.02,221,0
1,5,2023-07-07,2911.65,227,1
1,5,2023-07-14,1583.56,108,0
1,5,2023-07-21,1599.42,115,0
1,5,2023-07-28,1287.23,97,0
1,5,2023-08-04,1249.13,89,0
1,5,2023-08-11,1424.5,114,0
1,5,2023-08-18,1410.04,110,0
1,5,2023-08-25,1736.76,115,1
1,5,2023-09-01,2163.3,256,1
1,5,2023-09-08,1583.86,179,0
1,5,2023-09-15,1254.88,121,1
1,5,2023-09-22,1678.09,180,0
1,5,2023-09-29,1315.56,158,0
1,5,2023-10-06,1595.2,192,0
1,5,2023-10-13,1650.02,138,1
1,5,2023-10-20,1816.23,149,1
1,5,2023-10-27,1477.16,102,1
1,5,2023-11-03,1958.37,153,1
1,5,2023-11-10,2174.16,147,1
1,5,2023-11-17,1206.18,91,0
1,5,2023-11-24,3134.36,328,1
1,5,2023-12-01,1541.6,117,0
1,5,2023-12-08,2287.7,205,0
1,5,2023-12-15,2088.21,151,0
1,5,2023-12-22,2849.19,227,0
1,5,2023-12-29,1958.67,197,0
1,5,2024-01-05,2949.19,354,0
1,5,2024-01-12,2006.92,181,0
1,5,2024-01-19,1886.33,194,0
1,5,2024-01-26,2534.85,209,1
1,5,2024-02-02,2792.41,330,0
1,5,2024-02-09,3375.65,317,0
1,5,2024-02-16,2509.32,227,0
1,5,2024-02-23,2411.95,235,0
1,5,2024-03-01,2607.45,178,0
1,5,2024-03-08,3032.03,275,1
1,5,2024-03-15,3040.37,278,0
1,5,2024-03-22,2674.13,261,0
1,5,2024-03-29,3089.35,283,1
1,5,2024-04-05,3269.98,300,0
1,5,2024-04-12,2943.44,202,1
1,5,2024-04-19,2905.64,235,0
1,5,2024-04-26,2435.65,299,1
1,5,2024-05-03,2228.96,234,0
1,5,2024-05-10,3247.26,300,1
1,5,2024-05-17,2562.14,319,0
1,5,2024-05-24,3087.25,356,1
1,5,2024-05-31,3727.32,361,1
1,5,2024-06-07,3030.34,317,0
1,5,2024-06-14,3353.66,229,1
