store_id,category_id,week,weekly_sales,units_sold,is_promo,region,store_type,size_sqft,is_holiday,holiday_name,temperature,fuel_price,cpi,unemployment,lag_1,lag_2,lag_4,rolling_mean_4,rolling_std_4,rolling_mean_8,week_of_year,month,year,store_type_A,store_type_B,store_type_C
1,1,2023-07-14,819.72,55,0,East,B,86181,0,,85.5,3.2,211.53,6.46,1627.91,952.33,1071.14,1206.1375,295.3085786512137,1240.44625,28,7,2023,0,1,0
1,1,2023-07-21,960.9,83,0,East,B,86181,0,,84.8,3.2,210.71,6.18,819.72,1627.91,1173.17,1143.2825,354.4538639818543,1172.65625,29,7,2023,0,1,0
1,1,2023-07-28,644.2,65,0,East,B,86181,0,,83.7,3.21,211.54,6.32,960.9,819.72,952.33,1090.215,364.24263913862,1113.27,30,7,2023,0,1,0
1,1,2023-08-04,1070.48,80,1,East,B,86181,0,,87.4,3.21,211.52,6.15,644.2,960.9,1627.91,1013.1825,429.8058411558259,1010.135,31,8,2023,0,1,0
1,1,2023-08-11,885.49,61,0,East,B,86181,0,,77.9,3.21,211.67,6.2,1070.48,644.2,819.72,873.825,184.30973595192202,1039.98125,32,8,2023,0,1,0
1,1,2023-08-18,1001.12,67,0,East,B,86181,0,,75.6,3.2,212.08,6.48,885.49,1070.48,960.9,890.2674999999999,180.773831324302,1016.775,33,8,2023,0,1,0
1,1,2023-08-25,698.62,82,0,East,B,86181,0,,72.3,3.21,211.03,6.42,1001.12,885.49,644.2,900.3225000000001,187.02268033138077,995.26875,34,8,2023,0,1,0
1,1,2023-09-01,881.02,86,0,East,B,86181,0,,74.1,3.21,211.52,6.26,698.62,1001.12,1070.48,913.9275,162.55996665333635,963.5550000000001,35,9,2023,0,1,0
1,1,2023-09-08,776.31,89,0,East,B,86181,0,,72.9,3.21,211.93,6.17,881.02,698.62,885.49,866.5625,125.00356484916972,870.19375,36,9,2023,0,1,0
1,1,2023-09-15,605.01,49,0,East,B,86181,0,,66.4,3.21,211.33,6.02,776.31,881.02,1001.12,839.2675,131.25657961286092,864.7674999999999,37,9,2023,0,1,0
1,1,2023-09-22,750.26,81,0,East,B,86181,0,,61.2,3.22,212.29,6.26,605.01,776.31,698.62,740.24,117.10313203896013,820.28125,38,9,2023,0,1,0
1,1,2023-09-29,827.4,90,0,East,B,86181,0,,58.3,3.21,212.01,6.55,750.26,605.01,881.02,753.15,113.78478837993873,833.53875,39,9,2023,0,1,0
1,1,2023-10-06,962.59,79,0,East,B,86181,0,,59.7,3.21,212.2,6.35,827.4,750.26,776.31,739.745,95.36680711862381,803.15375,40,10,2023,0,1,0
1,1,2023-10-13,721.84,71,0,East,B,86181,0,,57.0,3.21,211.83,6.24,962.59,827.4,605.01,786.315,149.36791143571426,812.79125,41,10,2023,0,1,0
1,1,2023-10-20,642.99,59,0,East,B,86181,0,,53.5,3.21,212.29,6.34,721.84,962.59,750.26,815.5224999999999,107.71185214110524,777.88125,42,10,2023,0,1,0
1,1,2023-10-27,877.17,65,0,East,B,86181,0,,47.1,3.21,212.42,6.13,642.99,721.84,827.4,788.705,138.36797040259728,770.9275,43,10,2023,0,1,0
1,1,2023-11-03,1103.71,75,0,East,B,86181,0,,47.2,3.21,212.22,6.26,877.17,642.99,962.59,801.1475,145.08224756438676,770.44625,44,11,2023,0,1,0
1,1,2023-11-10,1201.17,84,0,East,B,86181,0,,44.4,3.21,212.27,6.29,1103.71,877.17,721.84,836.4275,203.01744397547208,811.37125,45,11,2023,0,1,0
1,1,2023-11-17,748.37,75,0,East,B,86181,0,,42.5,3.21,212.33,6.27,1201.17,1103.71,642.99,956.26,249.07544479534792,885.89125,46,11,2023,0,1,0
1,1,2023-11-24,1085.31,117,0,East,B,86181,1,Thanksgiving,42.5,3.21,212.04,6.35,748.37,1201.17,877.17,982.605,206.8974421462649,885.655,47,11,2023,0,1,0
1,1,2023-12-01,1064.13,95,0,East,B,86181,0,,38.9,3.22,212.31,6.3,1085.31,748.37,1103.71,1034.6399999999999,197.50178699613562,917.8937500000001,48,12,2023,0,1,0
1,1,2023-12-08,937.76,72,0,East,B,86181,0,,39.0,3.21,212.35,6.33,1064.13,1085.31,1201.17,1024.745,193.84548717986777,930.5862500000001,49,12,2023,0,1,0
1,1,2023-12-15,1555.31,110,1,East,B,86181,0,,36.1,3.21,212.57,6.19,937.76,1064.13,748.37,958.8924999999999,154.7283870475413,957.5762500000001,50,12,2023,0,1,0
1,1,2023-12-22,1284.59,109,0,East,B,86181,1,Christmas,36.2,3.21,212.8,6.34,1555.31,937.76,1085.31,1160.6275,271.06499323655447,1071.61625,51,12,2023,0,1,0
1,1,2023-12-29,1413.05,145,0,East,B,86181,0,,36.9,3.2,212.23,6.41,1284.59,1555.31,1064.13,1210.4475,270.9209833604623,1122.54375,52,12,2023,0,1,0
1,1,2024-01-05,1148.24,78,0,East,B,86181,0,,30.7,3.2,212.56,6.14,1413.05,1284.59,937.76,1297.6775,264.1951351274276,1161.21125,1,1,2024,0,1,0
1,1,2024-01-12,1276.77,94,0,East,B,86181,0,,34.6,3.2,213.09,6.15,1148.24,1413.05,1555.31,1350.2975,174.2724976150845,1154.595,2,1,2024,0,1,0
1,1,2024-01-19,1264.32,110,0,East,B,86181,0,,34.9,3.2,212.48,6.36,1276.77,1148.24,1284.59,1280.6625,108.15535966839458,1220.645,3,1,2024,0,1,0
1,1,2024-01-26,1594.09,135,1,East,B,86181,0,,35.5,3.2,212.5,6.21,1264.32,1276.77,1413.05,1275.595,108.38462267929495,1243.02125,4,1,2024,0,1,0
1,1,2024-02-02,1628.67,182,1,East,B,86181,0,,38.1,3.2,212.86,6.36,1594.09,1264.32,1148.24,1320.855,191.1308425311477,1309.2662500000001,5,2,2024,0,1,0
1,1,2024-02-09,1928.07,131,0,East,B,86181,1,Super Bowl,45.2,3.2,213.1,6.17,1628.67,1594.09,1276.77,1440.9625,197.3523808445175,1395.63,6,2,2024,0,1,0
1,1,2024-02-16,1734.01,118,0,East,B,86181,0,,40.1,3.2,212.9,6.36,1928.07,1628.67,1264.32,1603.7875,271.4838875974026,1442.225,7,2,2024,0,1,0
1,1,2024-02-23,1575.61,132,0,East,B,86181,0,,48.0,3.2,213.35,6.22,1734.01,1928.07,1594.09,1721.21,150.19769816256232,1498.4025,8,2,2024,0,1,0
1,1,2024-03-01,1258.84,128,0,East,B,86181,0,,42.5,3.2,213.26,6.23,1575.61,1734.01,1628.67,1716.59,155.59834360728973,1518.7224999999999,9,3,2024,0,1,0
1,1,2024-03-08,1796.9,203,0,East,B,86181,0,,49.3,3.21,213.3,6.35,1258.84,1575.61,1928.07,1624.1325000000002,282.98652057120876,1532.5475,10,3,2024,0,1,0
1,1,2024-03-15,1644.79,160,0,East,B,86181,0,,53.6,3.21,213.27,6.15,1796.9,1258.84,1734.01,1591.34,240.4255431521353,1597.5637499999998,11,3,2024,0,1,0
1,1,2024-03-22,1737.92,154,0,East,B,86181,0,,57.8,3.2,213.85,6.09,1644.79,1796.9,1575.61,1569.035,226.51375741883612,1645.1225,12,3,2024,0,1,0
1,1,2024-03-29,2080.12,177,1,East,B,86181,0,,61.2,3.2,213.14,6.14,1737.92,1644.79,1258.84,1609.6125,242.08691653687643,1663.10125,13,3,2024,0,1,0
1,1,2024-04-05,1730.19,115,0,East,B,86181,0,,64.4,3.2,212.65,6.22,2080.12,1737.92,1796.9,1814.9325000000001,187.55352718179387,1719.5324999999998,14,4,2024,0,1,0
1,1,2024-04-12,1750.6,132,0,East,B,86181,0,,64.0,3.2,213.78,6.01,1730.19,2080.12,1644.79,1798.255,192.589841286256,1694.7975,15,4,2024,0,1,0
1,1,2024-04-19,1207.25,133,0,East,B,86181,0,,66.5,3.2,213.21,6.23,1750.6,1730.19,1737.92,1824.7075,170.4827407442325,1696.87125,16,4,2024,0,1,0
1,1,2024-04-26,1776.31,170,0,East,B,86181,0,,73.3,3.2,213.43,6.11,1207.25,1750.6,2080.12,1692.04,360.79178048656496,1650.82625,17,4,2024,0,1,0
1,1,2024-05-03,1462.14,140,0,East,B,86181,0,,72.8,3.2,213.84,6.27,1776.31,1207.25,1730.19,1616.0875,273.21075142033845,1715.51,18,5,2024,0,1,0
1,1,2024-05-10,1510.68,122,0,East,B,86181,0,,72.0,3.21,213.02,5.91,1462.14,1776.31,1750.6,1549.0749999999998,268.73164786951725,1673.6650000000002,19,5,2024,0,1,0
1,1,2024-05-17,1974.89,145,1,East,B,86181,0,,74.6,3.21,213.17,6.07,1510.68,1462.14,1207.25,1489.095,233.18200652423099,1656.90125,20,5,2024,0,1,0
1,1,2024-05-24,2005.3,138,0,East,B,86181,0,,77.2,3.21,213.12,5.97,1974.89,1510.68,1776.31,1681.005,239.69698238956965,1686.5225,21,5,2024,0,1,0
1,1,2024-05-31,1328.61,106,0,East,B,86181,0,,83.1,3.21,213.41,6.05,2005.3,1974.89,1462.14,1738.2525,291.74134038847734,1677.17,22,5,2024,0,1,0
1,1,2024-06-07,1541.23,103,0,East,B,86181,0,,83.4,3.21,213.83,6.15,1328.61,2005.3,1510.68,1704.8700000000001,337.86108042606156,1626.9725,23,6,2024,0,1,0
1,1,2024-06-14,1459.56,173,0,East,B,86181,0,,86.1,3.21,213.91,6.11,1541.23,1328.61,1974.89,1712.5075,332.3077373334325,1600.80125,24,6,2024,0,1,0
1,1,2024-06-21,1704.83,191,0,East,B,86181,0,,83.4,3.21,213.88,6.09,1459.56,1541.23,2005.3,1583.675,294.41009159560537,1632.34,25,6,2024,0,1,0
1,1,2024-06-28,1391.14,111,0,East,B,86181,0,,85.5,3.21,213.43,6.1,1704.83,1459.56,1328.61,1508.5575,157.45077990174067,1623.405,26,6,2024,0,1,0
1,1,2024-07-05,1985.89,137,0,East,B,86181,1,Independence Day,86.8,3.21,213.21,6.13,1391.14,1704.83,1541.23,1524.19,135.15486253430282,1614.53,27,7,2024,0,1,0
1,1,2024-07-12,1169.05,89,0,East,B,86181,0,,83.6,3.21,213.97,6.0,1985.89,1391.14,1459.56,1635.355,269.7198609050987,1673.93125,28,7,2024,0,1,0
1,1,2024-07-19,1934.7,153,1,East,B,86181,0,,85.1,3.2,213.86,6.17,1169.05,1985.89,1704.83,1562.7275,357.6235758797223,1573.20125,29,7,2024,0,1,0
1,1,2024-07-26,1024.89,90,0,East,B,86181,0,,80.6,3.2,214.19,6.16,1934.7,1169.05,1391.14,1620.195,403.585691892068,1564.37625,30,7,2024,0,1,0
1,1,2024-08-02,1681.76,161,1,East,B,86181,0,,80.1,3.2,214.31,6.13,1024.89,1934.7,1985.89,1528.6325,502.3383044904429,1526.41125,31,8,2024,0,1,0
1,1,2024-08-09,1299.71,101,0,East,B,86181,0,,78.3,3.19,214.19,6.14,1681.76,1024.89,1169.05,1452.6000000000001,427.50094042781546,1543.9775,32,8,2024,0,1,0
1,1,2024-08-16,1298.66,156,0,East,B,86181,0,,73.8,3.19,214.43,6.11,1299.71,1681.76,1934.7,1485.265,402.8969690048972,1523.9962500000001,33,8,2024,0,1,0
1,1,2024-08-23,1143.4,80,1,East,B,86181,0,,76.6,3.19,214.32,6.28,1298.66,1299.71,1024.89,1326.255,269.9819681015761,1473.2250000000001,34,8,2024,0,1,0
1,1,2024-08-30,1372.3,108,1,East,B,86181,0,,71.2,3.19,214.46,6.06,1143.4,1298.66,1681.76,1355.8825000000002,229.328528589446,1442.2575,35,8,2024,0,1,0
1,1,2024-09-06,1322.95,90,0,East,B,86181,0,,70.0,3.18,214.14,6.03,1372.3,1143.4,1299.71,1278.5175,96.4481526952903,1365.5587500000001,36,9,2024,0,1,0
1,1,2024-09-13,1800.59,136,1,East,B,86181,0,,68.6,3.19,214.35,5.98,1322.95,1372.3,1298.66,1284.3274999999999,98.82111629100673,1384.79625,37,9,2024,0,1,0
1,1,2024-09-20,1124.78,94,0,East,B,86181,0,,65.5,3.18,214.51,5.95,1800.59,1322.95,1143.4,1409.81,278.46900258377065,1368.0325,38,9,2024,0,1,0
1,1,2024-09-27,1279.79,110,0,East,B,86181,0,,63.2,3.18,214.75,5.93,1124.78,1800.59,1372.3,1405.1550000000002,284.4972717502462,1380.51875,39,9,2024,0,1,0
1,1,2024-10-04,1426.51,130,1,East,B,86181,0,,57.9,3.19,214.43,5.96,1279.79,1124.78,1322.95,1382.0275000000001,291.72675575784996,1330.2725,40,10,2024,0,1,0
1,1,2024-10-11,1143.98,110,0,East,B,86181,0,,53.9,3.19,214.76,6.03,1426.51,1279.79,1800.59,1407.9174999999998,289.3215474606067,1346.1225,41,10,2024,0,1,0
1,1,2024-10-18,1333.79,120,1,East,B,86181,0,,52.0,3.19,214.57,6.07,1143.98,1426.51,1124.78,1243.765,140.00953788939148,1326.7875,42,10,2024,0,1,0
1,1,2024-10-25,1189.97,137,0,East,B,86181,0,,44.4,3.19,214.66,6.04,1333.79,1143.98,1279.79,1296.0175,118.08723819702398,1350.58625,43,10,2024,0,1,0
1,1,2024-11-01,1638.09,130,1,East,B,86181,0,,42.5,3.19,215.0,5.95,1189.97,1333.79,1426.51,1273.5625,130.12765511220428,1327.7949999999998,44,11,2024,0,1,0
1,1,2024-11-08,1393.65,171,0,East,B,86181,0,,40.4,3.2,214.2,6.11,1638.09,1189.97,1143.98,1326.4575,222.93157117151557,1367.1875,45,11,2024,0,1,0
1,1,2024-11-15,1033.54,110,0,East,B,86181,0,,39.1,3.19,214.46,6.09,1393.65,1638.09,1333.79,1388.875,186.84081736423,1316.32,46,11,2024,0,1,0
1,1,2024-11-22,1644.84,117,0,East,B,86181,1,Thanksgiving,41.4,3.19,214.46,5.99,1033.54,1393.65,1189.97,1313.8125,261.6738188884537,1304.915,47,11,2024,0,1,0
1,1,2024-11-29,1142.9,90,0,East,B,86181,0,,35.8,3.19,214.25,5.94,1644.84,1033.54,1638.09,1427.53,287.48050612171954,1350.54625,48,11,2024,0,1,0
1,1,2024-12-06,1426.9,143,0,East,B,86181,0,,36.0,3.2,214.8,6.05,1142.9,1644.84,1393.65,1303.7325,272.83118313650897,1315.095,49,12,2024,0,1,0
1,1,2024-12-13,1389.38,139,0,East,B,86181,0,,40.0,3.2,215.27,6.01,1426.9,1142.9,1033.54,1312.045,276.9592323188871,1350.46,50,12,2024,0,1,0
1,1,2024-12-20,1602.02,111,0,East,B,86181,0,,34.3,3.19,215.01,5.85,1389.38,1426.9,1644.84,1401.005,205.6529357112774,1357.40875,51,12,2024,0,1,0
1,1,2024-12-27,2265.67,192,0,East,B,86181,1,Christmas,37.2,3.19,215.21,5.98,1602.02,1389.38,1142.9,1390.3000000000002,189.18467591218956,1408.915,52,12,2024,0,1,0
1,1,2025-01-03,1093.9,74,0,East,B,86181,0,,32.2,3.19,215.53,6.01,2265.67,1602.02,1426.9,1670.9925000000003,407.1385036548767,1487.3625000000002,1,1,2025,0,1,0
1,1,2025-01-10,1113.34,113,0,East,B,86181,0,,34.8,3.19,215.65,5.89,1093.9,2265.67,1389.38,1587.7425,497.66710375343524,1449.8937500000002,2,1,2025,0,1,0
1,1,2025-01-17,1747.95,170,0,East,B,86181,0,,33.2,3.19,215.28,5.99,1113.34,1093.9,1602.02,1518.7325,550.6596555268959,1459.86875,3,1,2025,0,1,0
1,1,2025-01-24,2142.02,198,0,East,B,86181,0,,36.1,3.19,215.76,5.82,1747.95,1113.34,2265.67,1555.215,562.7190335327208,1472.7575,4,1,2025,0,1,0
1,1,2025-01-31,1714.51,210,0,East,B,86181,0,,41.0,3.19,215.43,6.09,2142.02,1747.95,1093.9,1524.3025,511.7713038962483,1597.6475,5,1,2025,0,1,0
1,1,2025-02-07,2889.73,204,1,East,B,86181,1,Super Bowl,35.0,3.19,215.2,6.08,1714.51,2142.02,1113.34,1679.455,424.4105679252878,1633.59875,6,2,2025,0,1,0
1,1,2025-02-14,2265.73,203,0,East,B,86181,0,,43.4,3.19,215.32,5.92,2889.73,1714.51,1747.95,2123.5525,546.4314579996864,1821.1425,7,2,2025,0,1,0
1,1,2025-02-21,2261.61,161,0,East,B,86181,0,,45.1,3.19,215.11,5.98,2265.73,2889.73,2142.02,2252.9975,485.75548934108366,1904.1062499999998,8,2,2025,0,1,0
1,1,2025-02-28,1742.42,147,0,East,B,86181,0,,45.0,3.19,215.33,5.7,2261.61,2265.73,1714.51,2282.895,480.2977943942648,1903.59875,9,2,2025,0,1,0
1,1,2025-03-07,2314.32,186,0,East,B,86181,0,,45.1,3.19,215.54,5.82,1742.42,2261.61,2889.73,2289.8725,469.36655514817215,1984.66375,10,3,2025,0,1,0
1,1,2025-03-14,1863.97,191,0,East,B,86181,0,,52.5,3.19,215.94,5.9,2314.32,1742.42,2265.73,2146.02,270.12921735099854,2134.78625,11,3,2025,0,1,0
1,1,2025-03-21,1961.98,135,0,East,B,86181,0,,53.6,3.19,216.27,5.82,1863.97,2314.32,2261.61,2045.5800000000002,285.060418274203,2149.28875,12,3,2025,0,1,0
1,1,2025-03-28,2242.6,151,1,East,B,86181,0,,58.9,3.19,215.39,5.99,1961.98,1863.97,1742.42,1970.6725000000001,246.0716637316536,2126.78375,13,3,2025,0,1,0
1,1,2025-04-04,1751.96,131,0,East,B,86181,0,,61.2,3.2,215.97,6.11,2242.6,1961.98,2314.32,2095.7174999999997,216.75957839273588,2192.795,14,4,2025,0,1,0
1,1,2025-04-11,2220.21,195,0,East,B,86181,0,,69.0,3.2,215.59,5.79,1751.96,2242.6,1863.97,1955.1275,209.97945762620998,2050.57375,15,4,2025,0,1,0
1,1,2025-04-18,2088.32,215,1,East,B,86181,0,,66.4,3.2,216.09,5.82,2220.21,1751.96,1961.98,2044.1875,232.74193539554392,2044.88375,16,4,2025,0,1,0
1,1,2025-04-25,2228.83,222,0,East,B,86181,0,,66.9,3.2,215.96,5.92,2088.32,2220.21,2242.6,2075.7725,226.3519244266843,2023.2225,17,4,2025,0,1,0
1,1,2025-05-02,2205.98,182,0,East,B,86181,0,,73.2,3.2,215.5,6.06,2228.83,2088.32,1751.96,2072.33,223.04959194462432,2084.02375,18,5,2025,0,1,0
1,1,2025-05-09,2557.35,268,1,East,B,86181,0,,75.8,3.2,216.38,5.77,2205.98,2228.83,2220.21,2185.835,65.68918454862201,2070.48125,19,5,2025,0,1,0
1,1,2025-05-16,2406.35,171,1,East,B,86181,0,,81.5,3.2,215.97,5.91,2557.35,2205.98,2088.32,2270.12,201.13935186000398,2157.15375,20,5,2025,0,1,0
1,1,2025-05-23,1884.05,233,0,East,B,86181,0,,81.9,3.21,216.04,6.06,2406.35,2557.35,2228.83,2349.6275,164.9168672139456,2212.7,21,5,2025,0,1,0
1,1,2025-05-30,1715.74,126,0,East,B,86181,0,,82.3,3.2,215.93,5.71,1884.05,2406.35,2205.98,2263.4325,291.00101928514925,2167.88125,22,5,2025,0,1,0
1,1,2025-06-06,2483.87,276,0,East,B,86181,0,,87.0,3.2,216.1,5.74,1715.74,1884.05,2557.35,2140.8725,404.4037792747032,2163.35375,23,6,2025,0,1,0
1,1,2025-06-13,1922.66,218,0,East,B,86181,0,,80.2,3.2,216.48,5.82,2483.87,1715.74,2406.35,2122.5024999999996,380.1189285276336,2196.31125,24,6,2025,0,1,0
1,1,2025-06-20,1870.3,124,0,East,B,86181,0,,82.6,3.2,216.34,5.81,1922.66,2483.87,1884.05,2001.58,333.8411882916737,2175.6037499999998,25,6,2025,0,1,0
1,1,2025-06-27,1622.97,178,0,East,B,86181,0,,82.1,3.2,216.55,5.94,1870.3,1922.66,1715.74,1998.1425,335.5213301093242,2130.7875,26,6,2025,0,1,0
1,1,2025-07-04,3009.09,243,0,East,B,86181,1,Independence Day,83.8,3.2,216.61,5.87,1622.97,1870.3,2483.87,1974.95,363.58188137840904,2057.91125,27,7,2025,0,1,0
1,1,2025-07-11,1993.1,134,1,East,B,86181,0,,80.5,3.2,216.95,5.67,3009.09,1622.97,1922.66,2106.255,615.9159343341128,2114.37875,28,7,2025,0,1,0
1,1,2025-07-18,1818.77,202,0,East,B,86181,0,,85.9,3.2,216.5,5.89,1993.1,3009.09,1870.3,2123.8650000000002,609.8944706805129,2062.7225000000003,29,7,2025,0,1,0
1,1,2025-07-25,1821.27,184,0,East,B,86181,0,,82.3,3.2,216.21,5.78,1818.77,1993.1,1622.97,2110.9825,617.5321073096765,2054.5625,30,7,2025,0,1,0
1,1,2025-08-01,1690.04,133,0,East,B,86181,0,,77.2,3.2,217.02,5.96,1821.27,1818.77,3009.09,2160.5575,571.5429761254437,2067.75375,31,8,2025,0,1,0
1,1,2025-08-08,1542.8,111,1,East,B,86181,0,,76.9,3.2,216.65,5.76,1690.04,1821.27,1993.1,1830.795,124.35193243370846,1968.525,32,8,2025,0,1,0
1,1,2025-08-15,1743.74,159,0,East,B,86181,0,,79.0,3.2,217.13,5.76,1542.8,1690.04,1818.77,1718.2199999999998,132.0301654925802,1921.0425,33,8,2025,0,1,0
1,1,2025-08-22,1403.18,121,0,East,B,86181,0,,78.3,3.2,216.97,5.87,1743.74,1542.8,1821.27,1699.4625,117.5152280557639,1905.2225,34,8,2025,0,1,0
1,1,2025-08-29,1708.29,135,0,East,B,86181,0,,79.3,3.19,216.86,5.89,1403.18,1743.74,1690.04,1594.9399999999998,153.48824841009358,1877.7487500000002,35,8,2025,0,1,0
1,1,2025-09-05,1341.57,89,0,East,B,86181,0,,79.5,3.2,217.05,5.85,1708.29,1403.18,1542.8,1599.5024999999998,157.4768491715483,1715.14875,36,9,2025,0,1,0
1,1,2025-09-12,1462.36,168,0,East,B,86181,0,,69.2,3.2,217.59,5.63,1341.57,1708.29,1743.74,1549.1950000000002,206.22600620031443,1633.7075,37,9,2025,0,1,0
1,1,2025-09-19,1580.55,106,0,East,B,86181,0,,62.1,3.2,217.67,5.85,1462.36,1341.57,1403.18,1478.8500000000001,160.71338981760584,1589.15625,38,9,2025,0,1,0
1,1,2025-09-26,1747.23,155,0,East,B,86181,0,,55.6,3.19,217.12,5.69,1580.55,1462.36,1708.29,1523.1925,157.30892417469167,1559.0662499999999,39,9,2025,0,1,0
1,1,2025-10-03,1959.41,234,1,East,B,86181,0,,59.8,3.19,217.2,5.81,1747.23,1580.55,1341.57,1532.9275,173.00378500194395,1566.2150000000001,40,10,2025,0,1,0
1,1,2025-10-10,1945.76,185,1,East,B,86181,0,,53.6,3.2,217.52,5.64,1959.41,1747.23,1462.36,1687.3874999999998,215.73826153852465,1618.29125,41,10,2025,0,1,0
1,1,2025-10-17,1655.49,119,0,East,B,86181,0,,51.9,3.19,217.0,5.82,1945.76,1959.41,1580.55,1808.2375,180.1194746781452,1643.5437499999998,42,10,2025,0,1,0
1,1,2025-10-24,1326.68,121,0,East,B,86181,0,,48.4,3.19,217.4,5.69,1655.49,1945.76,1747.23,1826.9724999999999,149.9058323025856,1675.0825,43,10,2025,0,1,0
1,1,2025-10-31,1750.19,132,0,East,B,86181,0,,47.1,3.19,217.34,5.64,1326.68,1655.49,1959.41,1721.835,298.4032055792934,1627.38125,44,10,2025,0,1,0
1,1,2025-11-07,1850.07,161,1,East,B,86181,0,,48.2,3.19,217.49,5.83,1750.19,1326.68,1945.76,1669.5300000000002,258.5551473090378,1678.45875,45,11,2025,0,1,0
1,1,2025-11-14,1566.34,173,0,East,B,86181,0,,43.2,3.19,217.2,5.78,1850.07,1750.19,1655.49,1645.6075,226.97637709314967,1726.9225,46,11,2025,0,1,0
1,1,2025-11-21,2292.39,264,0,East,B,86181,1,Thanksgiving,40.2,3.19,217.02,5.69,1566.34,1850.07,1326.68,1623.3200000000002,230.0388151305451,1725.14625,47,11,2025,0,1,0
1,1,2025-11-28,1633.96,139,0,East,B,86181,0,,35.8,3.19,216.93,5.89,2292.39,1566.34,1750.19,1864.7475,308.363418536739,1793.2912499999998,48,11,2025,0,1,0
1,1,2025-12-05,1846.75,220,1,East,B,86181,0,,32.4,3.19,217.26,5.7,1633.96,2292.39,1850.07,1835.6899999999998,327.6309355560474,1752.61,49,12,2025,0,1,0
